Student_ID,Gender,Age,Marital_Status,Faculty,Academic_Level,Residence_Type,CGPA,Guardian_Employment_Status,Guardian_Monthly_Income,Other_Income,Loan_Amount_Requested,Loan_Term_Months,Guarantor_Availability,Loan_Status
UI/2023/1448,Female,25,Single,Clinical Sciences,200,School Hostel,3.73,Self-Employed,104000,0,111168.0,12.0,Yes,Approved
UI/2024/1449,Female,22,Single,Law,400,Off Campus,3.92,Employed,122000,0,218566.0,36.0,No,Rejected
UI/2019/1450,Male,23,Single,Technology,100,Off Campus,2.44,Self-Employed,142000,18000,110137.0,24.0,No,Rejected
UI/2020/1451,Male,18,Single,Agriculture and Forestry,300,School Hostel,4.21,Employed,63000,0,197663.0,36.0,Yes,Approved
UI/2021/1452,Female,21,Single,Law,500,School Hostel,4.84,Self-Employed,84000,0,284521.0,60.0,Yes,Approved
UI/2022/1453,Male,21,Single,Agriculture and Forestry,400,Off Campus,4.28,Employed,253000,0,205710.0,36.0,No,Rejected
UI/2023/1454,Female,21,Single,Agriculture and Forestry,500,School Hostel,3.38,Unemployed,15000,0,254029.0,36.0,No,Rejected
UI/2024/1455,Female,17,Single,Technology,300,School Hostel,3.08,Employed,78000,0,163945.0,60.0,Yes,Approved
UI/2019/1456,Male,24,Single,Clinical Sciences,300,School Hostel,3.7,Self-Employed,124000,0,191657.0,24.0,Yes,Rejected
UI/2020/1457,Female,21,Single,Social Sciences,300,School Hostel,3.01,Unemployed,25000,5500,159942.0,48.0,Yes,Rejected
UI/2021/1458,Male,20,Single,Education,300,School Hostel,3.95,Employed,100000,0,197075.0,36.0,Yes,Approved
UI/2022/1459,Male,21,Single,Social Sciences,200,Off Campus,3.26,Self-Employed,84000,0,153412.0,12.0,Yes,Rejected
UI/2023/1460,Male,21,Single,Technology,200,School Hostel,4.08,Self-Employed,115000,20000,146762.0,24.0,No,Rejected
UI/2024/1461,Female,22,Single,Education,100,School Hostel,4.3,Self-Employed,154000,0,67388.0,48.0,Yes,Approved
UI/2019/1462,Male,19,Single,Technology,100,Off Campus,2.43,Employed,62000,0,89510.0,12.0,Yes,Approved
UI/2020/1463,Female,19,Single,Social Sciences,200,School Hostel,,Employed,77000,8500,150638.0,48.0,Yes,Approved
UI/2021/1464,Male,22,Single,Law,400,School Hostel,3.17,Employed,67000,0,198554.0,48.0,No,Rejected
UI/2022/1465,Female,22,Single,Social Sciences,300,Off Campus,2.77,Employed,56000,0,175991.0,48.0,Yes,Rejected
UI/2023/1466,Female,21,Single,Law,100,School Hostel,3.21,Self-Employed,75000,16000,97996.0,48.0,Yes,Approved
UI/2024/1467,Male,20,Single,Education,400,Off Campus,3.43,Self-Employed,41000,0,232726.0,36.0,No,Approved
UI/2019/1468,Female,20,Single,Technology,100,School Hostel,4.12,Self-Employed,115000,8500,103728.0,48.0,Yes,Approved
UI/2020/1469,Female,21,Single,Education,500,School Hostel,2.71,Employed,177000,0,263608.0,36.0,No,Rejected
UI/2021/1470,Male,24,Single,Arts,300,Off Campus,4.13,Employed,177000,0,,36.0,Yes,Rejected
UI/2022/1471,Male,19,Single,Social Sciences,300,School Hostel,4.66,Self-Employed,154000,0,179619.0,36.0,Yes,Approved
UI/2023/1472,Male,25,Single,Pharmacy,200,Off Campus,3.88,Unemployed,15000,0,137549.0,36.0,Yes,Rejected
UI/2024/1473,Female,23,Single,Clinical Sciences,400,School Hostel,3.85,Employed,160000,0,230326.0,24.0,Yes,Approved
UI/2019/1474,Male,20,Single,Clinical Sciences,100,Off Campus,3.54,,47000,0,96880.0,24.0,Yes,Approved
UI/2020/1475,Male,23,Single,Agriculture and Forestry,100,Off Campus,2.9,,67000,13000,114851.0,36.0,Yes,Approved
UI/2021/1476,Male,18,Single,Agriculture and Forestry,300,Off Campus,3.84,Unemployed,64000,24000,154374.0,24.0,Yes,Rejected
UI/2022/1477,Female,18,Married,Clinical Sciences,200,School Hostel,3.76,Employed,39000,0,157323.0,48.0,No,Rejected
UI/2023/1478,Female,19,Married,Technology,200,Off Campus,3.95,Unemployed,37000,0,137012.0,48.0,,Rejected
UI/2024/1479,Female,21,Single,Science,300,Off Campus,4.96,Self-Employed,89000,0,196252.0,48.0,No,Approved
UI/2019/1480,Male,21,Single,Social Sciences,100,School Hostel,3.95,Employed,64000,0,100771.0,48.0,No,Approved
UI/2020/1481,Female,20,Single,Social Sciences,500,School Hostel,3.78,Self-Employed,47000,0,272196.0,24.0,No,Rejected
UI/2021/1482,Male,22,Single,Technology,300,Off Campus,4.41,Employed,88000,0,201669.0,24.0,No,Rejected
UI/2022/1483,Male,17,Single,Veterinary Medicine,100,School Hostel,2.81,Self-Employed,59000,0,91317.0,48.0,Yes,Approved
UI/2023/1484,Female,23,Single,Social Sciences,400,School Hostel,2.92,Employed,123000,0,220713.0,24.0,No,Rejected
UI/2024/1485,Male,18,Single,Technology,300,School Hostel,3.34,Unemployed,45000,0,177007.0,36.0,Yes,Rejected
UI/2019/1486,Female,20,Single,Social Sciences,400,Off Campus,3.19,Employed,33000,0,222612.0,36.0,Yes,Rejected
UI/2020/1487,Female,21,Single,Clinical Sciences,400,Off Campus,3.93,Self-Employed,58000,0,195524.0,36.0,No,Rejected
UI/2021/1488,Male,19,Single,Veterinary Medicine,500,Off Campus,3.38,Self-Employed,64000,0,256986.0,36.0,Yes,Rejected
UI/2022/1489,Female,18,Single,Pharmacy,100,Off Campus,4.51,,36000,0,95829.0,36.0,,Rejected
UI/2023/1490,Male,19,Single,Social Sciences,500,Off Campus,4.39,Unemployed,15000,0,247869.0,24.0,No,Rejected
UI/2024/1491,Female,21,Single,Science,300,Off Campus,3.97,,73000,19500,176636.0,12.0,Yes,Approved
UI/2019/1492,Male,23,Single,Pharmacy,100,Off Campus,3.34,Unemployed,21000,0,76658.0,60.0,Yes,Approved
UI/2020/1493,Male,23,Single,Technology,200,Off Campus,3.89,Unemployed,15000,0,160239.0,48.0,No,Rejected
UI/2021/1494,Female,19,Single,Agriculture and Forestry,200,Off Campus,4.0,Self-Employed,57000,0,146142.0,36.0,Yes,Approved
UI/2022/1495,Male,20,Single,Arts,500,Off Campus,2.96,Self-Employed,101000,0,287438.0,36.0,Yes,Approved
UI/2023/1496,Male,19,Single,Pharmacy,300,Off Campus,3.74,Self-Employed,39000,0,166562.0,12.0,Yes,Rejected
UI/2024/1497,Male,23,Single,Social Sciences,100,School Hostel,3.94,Unemployed,15000,0,,36.0,Yes,Approved
UI/2019/1498,Male,17,Single,Technology,400,School Hostel,3.67,Employed,166000,0,223693.0,36.0,Yes,Approved
UI/2020/1499,Female,24,Single,Science,300,School Hostel,4.41,Self-Employed,157000,0,154789.0,36.0,Yes,Approved
UI/2021/1500,Female,20,Single,Technology,400,Off Campus,4.22,Self-Employed,31000,22500,222856.0,24.0,No,Rejected
UI/2022/1501,Female,20,Single,Law,100,Off Campus,3.1,Self-Employed,36000,10500,89086.0,12.0,Yes,Approved
UI/2023/1502,Male,22,Single,Law,400,Off Campus,3.62,Employed,86000,0,214546.0,60.0,Yes,Approved
UI/2024/1503,Female,24,Single,Technology,500,School Hostel,3.09,Self-Employed,40000,0,263264.0,48.0,Yes,Rejected
UI/2019/1504,Female,22,Single,Education,100,School Hostel,3.87,Employed,60000,0,100176.0,24.0,,Approved
UI/2020/1505,Male,24,Single,Technology,300,Off Campus,3.07,Employed,54000,0,207089.0,48.0,Yes,Rejected
UI/2021/1506,Female,22,Single,Social Sciences,100,School Hostel,4.06,Employed,95000,0,108859.0,48.0,No,Approved
UI/2022/1507,Male,24,Single,Clinical Sciences,300,School Hostel,3.76,Self-Employed,19000,0,160346.0,24.0,Yes,Rejected
UI/2023/1508,Female,24,Single,Science,100,School Hostel,4.08,Employed,21000,0,114014.0,48.0,Yes,Rejected
UI/2024/1509,Female,21,Married,Social Sciences,500,Off Campus,3.47,Unemployed,15000,0,239638.0,24.0,Yes,Rejected
UI/2019/1510,Female,25,Single,Education,100,Off Campus,2.75,Employed,121000,12500,100765.0,24.0,No,Rejected
UI/2020/1511,Female,22,Single,Education,300,School Hostel,4.52,Employed,64000,0,160997.0,24.0,Yes,Approved
UI/2021/1512,Female,22,Single,Arts,300,School Hostel,3.46,Self-Employed,30000,0,,36.0,Yes,Rejected
UI/2022/1513,Male,19,Single,Education,200,School Hostel,4.31,Employed,91000,0,158949.0,36.0,Yes,Approved
UI/2023/1514,Female,21,Married,Law,100,Off Campus,3.79,Employed,103000,8000,91218.0,36.0,Yes,Approved
UI/2024/1515,Male,23,Single,Technology,500,Off Campus,3.92,Self-Employed,66000,19000,249923.0,12.0,Yes,Approved
UI/2019/1516,Male,18,Single,Arts,100,School Hostel,4.56,Employed,58000,0,91136.0,48.0,Yes,Approved
UI/2020/1517,Male,23,Single,Agriculture and Forestry,200,Off Campus,3.74,Unemployed,29000,21000,134833.0,24.0,Yes,Approved
UI/2021/1518,Female,22,Single,Science,200,School Hostel,4.32,Employed,135000,0,160824.0,24.0,Yes,Approved
UI/2022/1519,Female,22,Single,Agriculture and Forestry,300,School Hostel,2.73,,83000,16000,161982.0,36.0,No,Rejected
UI/2023/1520,Female,16,Single,Social Sciences,200,Off Campus,4.03,Employed,93000,0,121126.0,24.0,Yes,Approved
UI/2024/1521,Male,21,Single,Agriculture and Forestry,100,Off Campus,3.42,Unemployed,23000,0,108036.0,48.0,Yes,Rejected
UI/2019/1522,Male,23,Single,Science,300,Off Campus,3.48,Employed,56000,0,155803.0,36.0,Yes,Rejected
UI/2020/1523,Male,20,Single,Technology,400,School Hostel,3.55,Unemployed,15000,12000,214016.0,48.0,Yes,Rejected
UI/2021/1524,Female,22,Single,Clinical Sciences,400,School Hostel,3.74,Employed,80000,8500,236202.0,24.0,Yes,Rejected
UI/2022/1525,Female,16,Single,Agriculture and Forestry,300,Off Campus,4.46,Employed,59000,0,179446.0,36.0,Yes,Approved
UI/2023/1526,Male,23,Single,Science,200,Off Campus,2.53,Self-Employed,67000,0,132310.0,24.0,Yes,Approved
UI/2024/1527,Female,20,Single,Veterinary Medicine,100,Off Campus,3.57,Self-Employed,127000,0,88892.0,24.0,Yes,Approved
UI/2019/1528,Female,24,Single,Social Sciences,300,Off Campus,3.16,Self-Employed,100000,0,165825.0,36.0,Yes,Approved
UI/2020/1529,Male,17,Single,Social Sciences,300,School Hostel,4.19,Self-Employed,123000,0,170646.0,48.0,No,Approved
UI/2021/1530,Male,23,Single,Science,200,Off Campus,3.32,,29000,12000,141412.0,36.0,Yes,Rejected
UI/2022/1531,Male,21,Married,Arts,500,School Hostel,3.8,Employed,94000,0,277818.0,48.0,Yes,Approved
UI/2023/1532,Female,23,Single,Technology,100,Off Campus,3.33,Self-Employed,55000,0,113694.0,24.0,Yes,Rejected
UI/2024/1533,Female,19,Single,Education,400,Off Campus,3.92,Self-Employed,49000,3500,210990.0,24.0,Yes,Rejected
UI/2019/1534,Male,20,Single,Education,400,Off Campus,4.11,Self-Employed,48000,12500,208523.0,12.0,Yes,Rejected
UI/2020/1535,Male,27,Married,Science,500,Off Campus,3.33,Employed,135000,0,269657.0,48.0,Yes,Approved
UI/2021/1536,Male,20,Single,Science,500,School Hostel,3.58,Unemployed,37000,38000,232441.0,12.0,Yes,Approved
UI/2022/1537,Female,20,Single,Social Sciences,100,School Hostel,2.77,Employed,47000,0,92831.0,36.0,No,Rejected
UI/2023/1538,Female,21,Single,Education,500,Off Campus,3.72,,15000,0,254510.0,36.0,Yes,Rejected
UI/2024/1539,Female,19,Single,Technology,200,Off Campus,4.02,Employed,70000,0,122856.0,24.0,No,Rejected
UI/2019/1540,Male,24,Single,Pharmacy,300,School Hostel,3.24,Self-Employed,59000,0,164558.0,60.0,Yes,Rejected
UI/2020/1541,Male,25,Single,Agriculture and Forestry,500,School Hostel,4.17,Unemployed,58000,28500,264446.0,60.0,Yes,Rejected
UI/2021/1542,Female,20,Single,Agriculture and Forestry,300,Off Campus,2.41,Employed,31000,0,154769.0,24.0,,Rejected
UI/2022/1543,Female,18,Single,Education,300,Off Campus,2.53,Self-Employed,28000,0,165718.0,24.0,No,Rejected
UI/2023/1544,Female,24,Single,Education,100,Off Campus,2.79,Employed,60000,8000,89647.0,,No,Rejected
UI/2024/1545,Male,24,Single,Social Sciences,300,School Hostel,3.28,Employed,70000,0,180446.0,36.0,Yes,Rejected
UI/2019/1546,Female,23,Single,Science,200,Off Campus,3.56,Employed,75000,20000,118909.0,36.0,Yes,Approved
UI/2020/1547,Male,24,Single,Technology,200,Off Campus,3.51,Self-Employed,115000,0,155305.0,36.0,Yes,Approved
UI/2021/1548,Female,20,Single,Technology,200,Off Campus,3.51,Employed,217000,14500,134632.0,60.0,Yes,Approved
UI/2022/1549,Male,21,Single,Science,500,Off Campus,3.95,Unemployed,19000,0,255330.0,48.0,Yes,Rejected
UI/2023/1550,Male,18,Single,Technology,300,Off Campus,3.29,,52000,98000,173802.0,24.0,,Approved
UI/2024/1551,Female,18,Single,Agriculture and Forestry,400,Off Campus,2.86,Employed,26000,0,,48.0,No,Rejected
UI/2019/1552,Male,24,Single,Science,100,Off Campus,2.87,Employed,79000,0,84621.0,36.0,No,Rejected
UI/2020/1553,Female,20,Married,Science,200,School Hostel,4.71,Employed,111000,0,156130.0,60.0,No,Approved
UI/2021/1554,Female,27,Single,Science,400,Off Campus,2.26,Employed,60000,13000,222127.0,36.0,Yes,Rejected
UI/2022/1555,Male,22,,Social Sciences,100,Off Campus,3.45,Employed,133000,10000,97480.0,12.0,No,Rejected
UI/2023/1556,,20,Single,Veterinary Medicine,500,Off Campus,4.35,Employed,71000,0,273829.0,48.0,Yes,Approved
UI/2024/1557,Female,23,Single,Arts,200,School Hostel,3.82,Employed,160000,0,128551.0,24.0,Yes,Approved
UI/2019/1558,Male,26,Single,Science,200,School Hostel,3.09,Self-Employed,91000,28000,148390.0,48.0,Yes,Approved
UI/2020/1559,Female,23,Single,Science,300,Off Campus,3.55,Employed,39000,0,,36.0,Yes,Rejected
UI/2021/1560,Female,19,Single,Technology,200,Off Campus,4.03,Self-Employed,54000,0,125883.0,48.0,Yes,Approved
UI/2022/1561,Male,22,Single,Arts,300,School Hostel,4.21,Employed,30000,0,190278.0,48.0,No,Rejected
UI/2023/1562,Male,25,Single,Technology,200,Off Campus,3.06,Employed,27000,16000,116908.0,48.0,No,Rejected
UI/2024/1563,Female,20,Single,Science,400,School Hostel,3.97,Employed,80000,21500,228646.0,48.0,Yes,Approved
UI/2019/1564,Male,20,Single,Science,200,Off Campus,3.69,,112000,0,125920.0,36.0,Yes,Approved
UI/2020/1565,Male,24,Single,Education,100,School Hostel,4.16,Unemployed,68000,0,105040.0,24.0,No,Rejected
UI/2021/1566,Male,22,Single,Science,200,School Hostel,4.31,Employed,67000,6000,159401.0,36.0,Yes,Approved
UI/2022/1567,Male,19,Single,Agriculture and Forestry,100,Off Campus,3.36,Employed,61000,25500,107367.0,24.0,,Approved
UI/2023/1568,Male,21,Single,Technology,200,School Hostel,2.75,Employed,38000,49000,130055.0,24.0,Yes,Approved
UI/2024/1569,Female,20,Single,Technology,300,School Hostel,3.77,Self-Employed,131000,0,178522.0,36.0,Yes,Approved
UI/2019/1570,Female,22,Single,Law,400,School Hostel,4.53,Self-Employed,94000,0,,36.0,Yes,Approved
UI/2020/1571,Female,22,Single,Science,100,School Hostel,3.93,Self-Employed,55000,0,81588.0,24.0,,Rejected
UI/2021/1572,Male,24,Single,Pharmacy,200,School Hostel,3.68,Self-Employed,111000,0,122555.0,24.0,Yes,Rejected
UI/2022/1573,Male,23,Single,Pharmacy,400,School Hostel,4.87,Employed,95000,0,219543.0,24.0,Yes,Approved
UI/2023/1574,Male,18,Single,Agriculture and Forestry,200,Off Campus,2.98,Self-Employed,27000,0,146826.0,24.0,No,Rejected
UI/2024/1575,Female,22,Single,Arts,400,School Hostel,,Employed,105000,0,192807.0,36.0,Yes,Approved
UI/2019/1576,Male,24,Single,Agriculture and Forestry,400,Off Campus,3.24,Self-Employed,82000,0,217795.0,12.0,Yes,Rejected
UI/2020/1577,Male,23,Single,Clinical Sciences,100,Off Campus,3.58,Employed,56000,0,106331.0,24.0,Yes,Approved
UI/2021/1578,Female,24,Single,Education,200,Off Campus,3.6,Self-Employed,60000,0,140452.0,24.0,Yes,Rejected
UI/2022/1579,Male,20,Single,Science,400,School Hostel,4.38,Employed,182000,0,204013.0,36.0,No,Approved
UI/2023/1580,Male,19,Single,Veterinary Medicine,300,Off Campus,3.04,Employed,162000,3500,194092.0,24.0,Yes,Rejected
UI/2024/1581,Female,24,Single,Pharmacy,300,School Hostel,3.26,Self-Employed,208000,0,160843.0,,Yes,Approved
UI/2019/1582,Male,19,Single,Arts,500,School Hostel,2.67,Unemployed,15000,0,268350.0,48.0,,Rejected
UI/2020/1583,Female,17,Single,Social Sciences,300,Off Campus,3.82,Employed,48000,0,202406.0,36.0,No,Rejected
UI/2021/1584,Male,24,Single,Arts,300,Off Campus,3.3,Employed,114000,7000,148643.0,48.0,Yes,Rejected
UI/2022/1585,Male,20,Single,Law,400,School Hostel,3.78,Employed,36000,0,222548.0,24.0,No,Rejected
UI/2023/1586,Male,21,Single,Pharmacy,200,Off Campus,2.96,Self-Employed,51000,0,143367.0,24.0,Yes,Approved
UI/2024/1587,Female,18,Single,Veterinary Medicine,100,Off Campus,3.35,Unemployed,15000,4000,102068.0,36.0,No,Rejected
UI/2019/1588,Male,18,Single,Agriculture and Forestry,200,Off Campus,4.12,,193000,0,127398.0,12.0,Yes,Approved
UI/2020/1589,Female,19,Single,Agriculture and Forestry,300,School Hostel,,Employed,125000,0,174110.0,60.0,No,Rejected
UI/2021/1590,Female,21,Single,Agriculture and Forestry,500,School Hostel,3.89,Employed,89000,17500,238097.0,24.0,No,Rejected
UI/2022/1591,Female,22,Single,Clinical Sciences,300,School Hostel,3.84,Unemployed,26000,0,180641.0,48.0,No,Rejected
UI/2023/1592,Male,16,Single,Veterinary Medicine,200,School Hostel,,Employed,55000,3000,146604.0,36.0,Yes,Rejected
UI/2024/1593,Male,23,Single,Clinical Sciences,500,Off Campus,2.69,Employed,56000,15000,248865.0,48.0,No,Rejected
UI/2019/1594,Male,19,Single,Social Sciences,200,Off Campus,4.09,Self-Employed,107000,6000,125022.0,24.0,No,Approved
UI/2020/1595,Female,19,Single,Clinical Sciences,100,School Hostel,3.64,Unemployed,16000,23000,91689.0,48.0,Yes,Rejected
UI/2021/1596,Female,23,Single,Arts,300,Off Campus,4.09,Self-Employed,149000,0,178527.0,36.0,No,Rejected
UI/2022/1597,Male,21,Single,Education,200,Off Campus,2.44,Employed,53000,0,139539.0,,Yes,Rejected
UI/2023/1598,Female,18,Single,Agriculture and Forestry,100,Off Campus,2.64,Employed,43000,0,97103.0,24.0,Yes,Rejected
UI/2024/1599,Female,26,Single,Technology,400,School Hostel,2.37,Self-Employed,155000,0,219639.0,24.0,,Approved
UI/2019/1600,Female,20,Single,Law,400,Off Campus,3.07,Unemployed,21000,0,199314.0,48.0,Yes,Rejected
UI/2020/1601,Female,22,Single,Education,500,School Hostel,4.12,Self-Employed,103000,0,218405.0,60.0,Yes,Approved
UI/2021/1602,Female,22,Single,Social Sciences,100,Off Campus,3.86,Employed,55000,19500,107696.0,36.0,Yes,Approved
UI/2022/1603,Female,25,Single,Arts,500,Off Campus,3.53,Employed,20000,0,279544.0,48.0,Yes,Rejected
UI/2023/1604,Male,20,Single,Science,400,School Hostel,3.62,Self-Employed,103000,0,197734.0,36.0,No,Rejected
UI/2024/1605,Male,24,Single,Science,200,Off Campus,3.97,Self-Employed,36000,0,128789.0,36.0,Yes,Rejected
UI/2019/1606,Female,20,Single,Social Sciences,300,Off Campus,3.38,Self-Employed,138000,17500,183007.0,36.0,,Approved
UI/2020/1607,Male,24,Single,Technology,300,Off Campus,3.77,Unemployed,15000,7500,192618.0,36.0,Yes,Rejected
UI/2021/1608,Male,20,Single,Pharmacy,200,Off Campus,3.63,Unemployed,15000,0,148123.0,24.0,Yes,Rejected
UI/2022/1609,Female,21,Single,Social Sciences,100,School Hostel,2.35,Self-Employed,90000,0,117386.0,48.0,Yes,Rejected
UI/2023/1610,Female,26,Single,Pharmacy,400,Off Campus,3.34,Self-Employed,96000,10000,217775.0,36.0,Yes,Approved
UI/2024/1611,Male,22,Single,Agriculture and Forestry,100,Off Campus,4.3,Employed,74000,0,104660.0,36.0,Yes,Approved
UI/2019/1612,Female,22,Single,Law,300,School Hostel,3.33,Employed,36000,30500,184618.0,24.0,Yes,Approved
UI/2020/1613,Male,27,Single,Technology,200,Off Campus,3.47,Employed,113000,0,132205.0,60.0,Yes,Rejected
